Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,META,MSFT,NVDA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,AAPL,AMZN,GOOGL,META,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,75.70121002197266,93.47200012207031,71.18915557861328,218.0323944091797,154.76466369628906,6.155625343322754,76.88510420958616,94.35549926757812,71.78828856714036,221.336827689664,156.1678848009803,6.255198609471692,75.57774178905865,92.92749786376953,71.04882003721593,217.60441881471306,154.37328593172,6.142431523520895,76.6744745414686,94.29399871826172,71.65741401938986,220.57043548158845,155.96741840076578,6.229807106111832,161954400,68818000,26076000,13288900,23477400,359088000
2020-01-15,75.37680053710938,93.10099792480469,71.61759948730469,220.11260986328125,155.7669677734375,6.113057613372803,76.38395596192076,93.94300079345703,71.69622595906601,220.64012249161075,156.4924514232917,6.190724906446036,74.94343149157285,92.75450134277344,71.24239441964515,219.1073531009804,155.18469315115652,6.087168515681725,75.50027617412253,93.61250305175781,71.31007165217136,219.57514961096498,155.23241007287436,6.168320861336342,121923600,57932000,21550000,10036500,21417900,263104000
2020-01-16,76.32098388671875,93.89700317382812,72.16300201416016,220.7296905517578,158.6211395263672,6.196699142456055,76.43235722338372,94.27950286865234,72.18987397034176,221.58565693557952,158.6879665208014,6.202673585938603,75.55835655241987,93.3010025024414,71.65741591572775,219.35615921354815,156.57835716184766,6.143178422576871,75.92151312955643,94.14949798583984,71.92861841895987,221.52594082299836,156.88382702393884,6.166578128382356,108829200,53190000,26080000,10015300,23865400,284192000
2020-01-17,77.16594696044922,93.23600006103516,73.62400817871094,221.0979461669922,159.50888061523438,6.205412864685059,77.16836298058836,94.33200073242188,73.67526155402983,221.24723644583165,159.86206735862157,6.223336198284075,76.26289478458983,92.86250305175781,72.48097438508057,219.49549802953655,157.91473362097693,6.157866579928591,76.57036474816839,94.29450225830078,72.77904882974998,220.98846156677308,159.81433587734148,6.2158680239171,137816400,79946000,52424000,15905900,34371700,253792000
2020-01-21,76.64299774169922,94.5999984741211,73.75985717773438,220.4012451171875,158.93612670898438,6.172054290771484,77.23614913553814,94.7135009765625,74.13954214804811,221.32687527177663,160.5493545898603,6.205660353564941,76.5049964495613,93.0,73.160716663624,218.0921207616,158.86929972428416,6.137950159908821,76.79310129941813,93.25,73.59812431900943,221.11786886980354,159.10794255718054,6.168818035328483,110843200,74156000,48930000,14275800,29517200,217916000
2020-01-22,76.91657257080078,94.37300109863281,73.84046173095703,220.28184509277344,158.17247009277344,6.226072311401367,77.47098633963294,95.125,74.67198878267989,221.70512999547446,159.88116096936955,6.3127010160537775,76.82214830621916,94.16699981689453,73.78025610784053,220.2420242189111,158.1533745873671,6.198440692696439,77.12961824131806,94.80449676513672,74.13207441298364,221.26719150627,159.79523847784247,6.217359681611769,101832400,64326000,28458000,12212800,24138800,239240000
2020-01-23,77.28701782226562,94.22899627685547,73.88127136230469,218.7291259765625,159.14614868164062,6.294528961181641,77.3669090518308,94.4990005493164,74.31968130965106,220.45102168291515,159.22251614329255,6.302992794442738,76.42027962377395,93.63800048828125,73.66381279979728,218.2414342292888,157.76202303250872,6.177281652662504,76.96986153628443,94.25550079345703,74.02359627922354,219.7144874693024,158.64022699310001,6.26615095229859,104472000,49692000,26650000,11195000,19680800,244516000
2020-01-24,77.06425476074219,93.08200073242188,72.95968627929688,216.91766357421875,157.5424346923828,6.235282897949219,78.27961624864055,94.74949645996094,74.35451457543209,220.73964680087644,159.9193223786927,6.459820895496909,76.87299020657808,92.37200164794922,72.810892040463,215.09624613326204,156.97924114347293,6.181015322797787,77.53393791090298,94.56849670410156,74.28584264769104,219.76424815377564,159.90022687508176,6.410034033471197,146537600,75324000,29786000,11905800,24918100,373512000
2020-01-27,74.79817199707031,91.41699981689453,71.24588012695312,213.86204528808594,154.9078369140625,5.9793806076049805,75.48090092368226,92.05000305175781,71.48722657038118,215.0464654574919,155.95787122124548,6.030411937538711,73.81280512269632,90.76699829101562,70.63728617423324,211.50316775933624,152.92232676586377,5.780980460009184,75.06690438729518,91.0,71.2364267268566,212.1003592490703,153.82916663173845,5.930589397272543,161940000,70570000,34132000,13810700,32078100,470536000
2020-01-28,76.91416931152344,92.6624984741211,72.17991638183594,216.7683563232422,157.943359375,6.172801494598389,77.08606141566885,92.90550231933594,72.39388973398827,217.7139120923478,158.22971908653386,6.20516262639807,75.5825947326495,91.5009994506836,71.17770407698895,212.51839751638414,155.66193475764177,5.99207542036625,75.68185845150586,92.0250015258789,71.74399693020122,215.1261024276998,156.33967216240634,6.045347340574895,162234000,56160000,29724000,13413800,24899900,310976000
2020-01-29,78.52413940429688,92.9000015258789,72.48844146728516,222.18283081054688,160.40615844726562,6.112311363220215,79.37392820388496,93.73750305175781,72.85867308700175,223.14828178591023,161.0839104943588,6.194459372234449,77.80751245640747,92.7509994506836,71.92563382387546,217.4252548557841,158.16292458122416,6.072481579489457,78.55077473001256,93.19999694824219,72.5760202015047,220.40123432684547,160.2152470960965,6.158363912642621,216229200,41760000,21566000,33181300,34754500,258848000
2020-01-30,78.41036987304688,93.53399658203125,72.36651611328125,208.547119140625,164.93084716796875,6.119032859802246,78.46363314950943,93.64350128173828,72.41627364413384,210.43820039774826,166.14315693787148,6.132475478552702,77.17079622640016,92.53050231933594,71.40859442553979,203.7895427519186,163.0312448171451,5.959466810133274,77.60416527632543,92.9000015258789,71.56285567943894,205.56119177429653,166.14315693787148,6.014480793841913,126743200,126548000,27110000,48775500,51597500,290504000
2020-01-31,74.93376159667969,100.43599700927734,71.29812622070312,200.96286010742188,162.49671936035156,5.885531425476074,78.12227353000715,102.78600311279297,73.13384738601565,207.71105445886414,164.56813798410553,6.085175994385086,74.63839382912653,100.1135025024414,71.01348397202851,200.11684131403348,161.87625364670603,5.8437108027350915,77.69859068080466,102.57350158691406,73.04377812590472,207.45226437809475,164.38678161524783,6.073227109372602,199588400,311346000,43822000,31359900,36142700,370420000
2020-02-03,74.72796630859375,100.20999908447266,73.77726745605469,203.232177734375,166.4581756591797,5.982615947723389,75.89732764326911,102.42500305175781,73.96139234126558,204.17771838927396,166.57271957325094,6.002032530375572,73.16881293673191,100.01249694824219,72.48395130082353,201.55010284120308,162.65897076563186,5.86113624602365,73.67238698147514,100.52999877929688,72.73475112590975,202.48569587200018,162.6876067441497,5.8673594853453634,173788400,117834000,71636000,15495600,30107000,255564000
2020-02-04,77.19500732421875,102.4834976196289,71.92662048339844,208.84571838378906,171.93740844726562,6.151891231536865,77.3862719133486,102.98999786376953,73.01789968192739,209.61211067296307,172.43378968983822,6.1710594954488736,75.93122176752728,100.76850128173828,70.76318413051645,204.23743221196708,168.30049347850374,6.074473210292786,76.33795548064964,101.49400329589844,72.37846261578684,205.65076936637377,169.0927895461623,6.124508879153485,136616400,105786000,95880000,19628900,36433300,271544000
2020-02-05,77.82447814941406,101.99349975585938,71.9584732055664,209.12440490722656,171.72740173339844,6.242254257202148,78.62584328517734,103.5510025024414,72.8805632190907,211.7321100052707,175.8320619700683,6.283079226385113,77.21921702642419,101.5999984741211,71.14387101489368,207.73097818015233,170.30509956420224,6.158861317756116,78.32562874403418,103.5510025024414,72.83229392763356,211.5131407785573,175.66978656794012,6.272872865388671,118826800,87524000,36376000,12538200,39186300,208220000
2020-02-06,78.73479461669922,102.5114974975586,73.44734954833984,209.86093139648438,175.2879638671875,6.329132080078125,78.73721802576215,102.81500244140625,73.7255224770131,210.199332848112,175.46933477716024,6.329132080078125,77.53638189287197,101.23999786376953,72.17891592181336,208.35800492430647,171.8801367244904,6.19545514360425,78.0956426416798,102.0510025024414,72.25355601704628,209.48270907571722,172.74880025877843,6.276607492554821,105425600,63660000,37822000,10567500,27751400,218284000
2020-02-07,77.66455841064453,103.96399688720703,73.60360717773438,211.333984375,175.53614807128906,6.26291561126709,78.48238543817546,104.92649841308594,73.90914563927223,211.82169130451058,177.19710768250593,6.311208752427656,77.17192034743294,101.90499877929688,72.92186893297892,208.94523340741898,174.1901987949032,6.237524107776993,78.23242636976711,102.09950256347656,73.02039690526739,209.3135081040746,174.5434001454982,6.28905350473973,117684000,101906000,28360000,12242500,33529100,189752000
2020-02-10,78.03343963623047,106.69550323486328,75.0740737915039,212.06056213378906,180.12762451171875,6.546202182769775,78.03343963623047,106.77999877929688,75.0850230307296,212.7970963619907,180.26126392824392,6.546948572779243,76.1648155367922,104.24800109863281,73.40903771305075,209.67182628173794,174.92521317224083,6.28058989680513,76.24489635857795,104.25050354003906,73.51005621420106,210.52779274637848,175.24022348953673,6.285568679018412,109348800,101124000,38302000,11856400,35844300,529608000
2020-02-11,77.5626449584961,107.54000091552734,75.14374542236328,206.2180938720703,176.0611572265625,6.668677806854248,78.60374012100387,109.29750061035156,76.1300350378507,209.87087642912405,182.03676914651783,6.783436232725443,77.34423530217373,106.80000305175781,74.91434289980158,205.54127578995926,175.16385775009803,6.5925042350707015,78.53093937088862,107.54499816894531,75.30348131760789,209.20402115778077,181.98903766180297,6.654488798307452,94323200,114920000,34852000,25030800,53159900,638556000
2020-02-12,79.40457916259766,108.0,75.57020568847656,209.77134704589844,176.31890869140625,6.784430503845215,79.40943007689862,109.01249694824219,75.65330449075212,210.22919592867086,177.40711962197622,6.790903015050795,78.01402569685219,107.7645034790039,75.07457418082535,206.42710775723387,173.5888336107686,6.682616649102157,78.01402569685219,108.16000366210938,75.4323606906229,206.87500901608962,177.14938123785024,6.721450291927362,113730400,66686000,31042000,13813700,47062900,374644000
2020-02-13,78.8391342163086,107.49349975585938,75.30945587158203,212.1401824951172,175.36431884765625,6.740619659423828,79.16675238353734,108.51399993896484,75.93446611705389,213.32460276260556,177.76982829589463,6.807831804085127,78.47026476188894,107.0999984741211,74.84218453538855,208.19875174834357,174.56246779930643,6.6990478193443925,78.67411425559266,107.24949645996094,75.14076012943136,208.53716838706288,174.7629342027948,6.726430650458893,94747600,60636000,22914000,15396600,35295800,528016000
2020-02-14,78.8585433959961,106.74349975585938,75.57518005371094,213.17529296875,176.92982482910156,7.213841438293457,79.10850246780329,107.9520034790039,75.64086789608571,213.92177478401734,176.98709678584612,7.342788859581885,78.34891601878451,106.29450225830078,74.91931151125273,211.65247128058152,174.35247025076032,7.1194957464110455,78.80757547409223,107.78399658203125,75.36618018532974,212.9961446229473,174.92521894941493,7.150861219880521,80113600,52124000,23198000,10741700,23149500,1041924000
2020-02-18,77.41461944580078,107.78350067138672,75.61051177978516,216.77833557128906,178.7244110107422,7.382617950439453,77.59662873916865,108.30349731445312,76.16386598952577,216.95748392814932,179.17306076378034,7.401039349225762,76.34925482708518,106.20549774169922,75.19101619789893,212.39896620575263,177.0730064574597,7.091117048530455,76.53126412045305,106.2509994506836,75.35672784883174,212.5482716903485,177.17800990105596,7.110533633972161,152531200,58912000,25642000,15609200,27792200,620164000
2020-02-19,78.53578186035156,108.51100158691406,75.8807144165039,216.46978759765625,179.2604217529297,7.833933353424072,78.76632988761132,109.25499725341797,76.17282066551604,217.29589599590963,180.12187672148175,7.851607885620973,77.65728500864738,108.05599975585938,75.6871437222989,215.09625614186007,178.4851093601553,7.5050925688153844,77.65728500864738,108.38999938964844,75.99666093125346,216.96744216138393,180.00701995377815,7.5050925688153844,93984000,51224000,22746000,12135100,29997500,694332000
2020-02-20,77.7301025390625,107.65499877929688,75.48859405517578,213.5734405517578,176.52291870117188,7.684574127197266,78.78575796634391,108.8395004272461,75.99019372622803,217.74378834603158,179.2317365523129,7.874261158038431,77.22290417552242,106.37249755859375,74.85511755870975,211.9510817673054,173.3450925691192,7.377141231849921,78.29554891500301,108.65350341796875,75.58911140978356,215.50434274466656,178.94457998121786,7.785889916597807,100566000,62626000,25962000,13109200,36862400,810052000
2020-02-21,75.97066497802734,104.79850006103516,73.82006072998047,209.1940460205078,170.94253540039062,7.3203864097595215,77.76649566805042,107.22750091552734,75.18802454577569,213.2350134663179,175.6422861817176,7.597449576866744,75.35183643347615,104.4000015258789,73.57274613873459,207.85038793343847,169.659919486155,7.235500195712049,77.32238890983989,107.10749816894531,74.8710357446722,212.4785688786951,175.3264154675454,7.57230733831669,129554000,92926000,42520000,14092300,48572600,768180000
2020-02-24,72.3620376586914,100.4645004272461,70.65519714355469,199.77845764160156,163.572265625,6.802851676940918,73.8181119648714,101.96499633789062,71.47727087720753,202.69470621727362,167.07554313301836,7.016685754399447,70.19006459555902,99.39849853515625,70.00481082046124,197.24041622289212,156.2402733599048,6.67141487324795,72.13877707909086,100.15899658203125,70.81393833170006,200.8533933667213,160.58587278820414,6.725931253197748,222195200,130940000,49560000,23080100,68311100,856916000
2020-02-25,69.91096496582031,98.63700103759766,68.9861831665039,195.84698486328125,160.873046875,6.523299217224121,73.4176795737371,101.7300033569336,71.50065850081133,202.5454111618152,167.3531367927609,6.940013643016867,69.43774534651452,97.9209976196289,68.692588654975,195.03082407389752,160.4710189288853,6.421485365837315,73.03425000192122,101.32099914550781,71.20955452359632,201.30127472961732,166.74054294898085,6.878029094527147,230673600,124382000,51580000,21433500,68073300,1055496000
2020-02-26,71.02001953125,98.97949981689453,69.19269561767578,196.2749786376953,162.88308715820312,6.662703514099121,72.28923357582319,100.7334976196289,70.3471798136507,200.2661784007033,165.8407656458263,6.856871772437385,69.5275449173606,98.02249908447266,68.50000813732794,194.57300834606195,161.00702520579085,6.52205645930819,69.53482499231708,98.51399993896484,69.41712466045571,196.2650310127152,162.4427931635171,6.523549714324081,198054800,104492000,49776000,16524500,56206100,747732000
2020-02-27,66.37755584716797,94.21499633789062,65.43465423583984,188.85989379882812,151.4065399169922,6.291818141937256,69.4061923618355,98.75,68.14420353278719,194.96114318567538,159.8775783821667,6.650496740610575,66.24165620285358,94.13800048828125,65.39932357908593,188.61106653427106,151.2151070725782,6.199408548365885,68.21706677109698,96.71900177001953,67.63364403136153,190.92019083922207,156.3264531113094,6.349106949513164,320605600,162880000,62290000,21682600,93174900,906416000
2020-02-28,66.33872985839844,94.1875,66.64388275146484,191.56715393066406,155.07257080078125,6.726966381072998,67.56426328843753,94.48799896240234,66.8031174963142,191.83589165444653,156.69978685087452,6.786497136893554,62.21561589566721,90.55650329589844,63.10878181731662,180.9671175240087,145.4912138814015,6.022561782497065,62.43160376696,90.73149871826172,63.412330880062434,181.84297925151697,145.88366079256014,6.0392501577391435,426510000,189620000,80198000,32568900,97012700,1133252000
2020-03-02,72.51490783691406,97.69750213623047,68.9861831665039,195.51852416992188,165.39088439941406,6.885383605957031,73.15315476053108,97.72550201416016,69.04340471098438,195.6479192142432,165.5153222915378,6.914277441035169,67.39680886693866,93.5,65.94472443894038,187.9641316633237,155.35965672866865,6.501049706023271,68.50342446012388,95.32450103759766,67.24799522889303,193.1198255677862,158.23119253790156,6.897090697344375,341397200,135234000,55430000,24949000,71030800,890744000
2020-03-03,70.21190643310547,95.44950103759766,66.56774139404297,185.01800537109375,157.46548461914062,6.622849464416504,73.77443320656704,99.81649780273438,70.074474248836,196.31476957098187,167.5062958390929,7.000956309250315,69.35767141404621,94.40450286865234,66.14575530731636,183.1070137486246,155.31183224406658,6.537414132705746,73.69435237651876,98.76850128173828,69.55147725951427,195.2995500509412,166.3576841601314,6.941176614126376,319475600,150690000,56602000,27984100,71677000,652792000
2020-03-04,73.46864318847656,98.79149627685547,68.75131225585938,190.86045837402344,163.246826171875,7.086639404296875,73.6288122283086,98.9000015258789,68.8100296448565,190.93013729753557,163.39039713117188,7.096104556744103,71.13650139150472,96.0999984741211,66.53191947849506,185.5156536238536,158.5279277026881,6.655477789710026,71.93976834476976,97.32849884033203,67.62469465918807,188.2826115738702,161.2750404354644,6.730202752464983,219178400,95458000,47598000,23062500,49814400,597408000
2020-03-05,71.08553314208984,96.20149993896484,65.42520904541016,184.3013916015625,159.15011596679688,6.807170867919922,72.69448862777347,98.03600311279297,67.35946593346003,188.1034798056102,163.5531294844052,7.054011254176982,70.71908549659396,95.5,64.77233214000819,183.0273971175453,158.59495053526152,6.762584919625369,71.71649259248731,96.6500015258789,66.95738129290719,185.90383992419214,158.93953547189074,6.887126080116027,187572800,94964000,54380000,19333400,47817300,540328000
2020-03-06,70.14153289794922,95.05449676513672,64.4787368774414,180.2405242919922,154.65138244628906,6.626585006713867,70.57593051678296,95.54350280761719,64.82756356054318,182.9179082457758,156.1254313406518,6.685119494601601,68.24863907137488,93.4749984741211,62.56140121868282,175.43317943603327,149.319889632788,6.426322640549813,68.43549929336439,93.75,63.19537131559653,177.49347659739217,155.64684195080312,6.627581263621702,226176800,105472000,64640000,24559600,72821100,515412000
2020-03-09,64.59387969970703,90.03050231933594,60.50025177001953,168.7049102783203,144.17025756835938,6.113476276397705,67.48660954634035,93.13849639892578,62.338463471328105,174.17911090682037,150.99494667832099,6.461195152889279,63.82458392757783,88.06449890136719,59.61697392511775,164.41513003394073,143.57681142154135,5.932642563987071,64.00659319733327,88.69300079345703,59.96132825146764,168.80444727372378,144.53399016435162,5.975484465987302,286744800,156264000,69252000,29949000,70419300,614160000
2020-03-10,69.24602508544922,94.59100341796875,63.45512390136719,177.35414123535156,154.02919006347656,6.503040790557861,69.51297346708441,94.7135009765625,63.48896251764609,177.45366303879118,154.13448030155593,6.503040790557861,65.37044115282052,90.90850067138672,60.436554559183975,168.70490222523648,146.04632344854542,6.127175872348924,67.25606172575357,93.54399871826172,62.421070002563646,173.8506487479301,151.38738218810445,6.389957305900693,285290000,142666000,54872000,24517800,65354400,580648000
2020-03-11,66.8410873413086,91.04299926757812,60.25691223144531,169.44143676757812,147.0513916015625,6.139132022857666,68.24620108036899,93.56600189208984,62.54746342368469,175.05497981923568,150.94710193161995,6.391452544563444,65.97472137640763,90.07499694824219,59.273614377572834,166.87353731380114,144.6775775344153,6.041990066264939,67.31674360006403,92.89250183105469,62.11652506586974,173.19374136381003,150.40151758117216,6.363057079152088,255598800,112496000,54732000,20373900,56371600,499964000
2020-03-12,60.24021911621094,83.83049774169922,55.31304931640625,153.7454071044922,133.10525512695312,5.387899875640869,65.52334303397203,88.25,59.15468318742386,165.81851207082747,146.8982023979123,5.881331708270247,60.184403971944676,83.75,55.1597827507668,153.61601205383104,132.64581348380904,5.375196528899273,62.11127620771815,86.0989990234375,55.863916764377194,158.791616646514,139.07805490937238,5.615809954885385,418474000,226924000,94326000,43266300,93226400,816540000
2020-03-13,67.4574966430664,89.25,60.42461395263672,169.48123168945312,152.02867126464844,5.998898029327393,67.93072375869788,89.31549835205078,60.431083267311,169.98883386112942,154.97678295935205,6.003381423316913,61.38566570157223,84.03099822998047,55.34987319346634,156.86071963923848,134.70373362014425,5.470096507216812,64.28325788918951,87.75,58.46995836028194,162.76289528996463,141.18383651086268,5.741346831994038,370732000,176194000,79400000,35028600,92727400,634836000
2020-03-16,58.7792854309082,84.4574966430664,53.39472198486328,145.32508850097656,129.62115478515625,4.891974925994873,62.873275496652674,87.97250366210938,57.0009775285844,158.38355532348754,142.95466341800056,5.63174946537249,58.242963182289955,81.30149841308594,53.100128996168905,142.42875031756859,129.2191414311284,4.832195246817623,58.716186517548486,82.07550048828125,54.22126801964199,151.60550220981705,134.00503555820723,5.290755541005688,322423600,178346000,96520000,39120400,87905900,726972000
2020-03-17,61.36381530761719,90.39199829101562,55.637001037597656,148.71910095214844,140.29373168945312,5.411811351776123,62.516536915107906,92.88899993896484,56.03211138595321,153.21790285241488,141.18390114029174,5.501232192910252,57.854675154192996,84.46199798583984,52.205409328198975,139.34328997755298,129.21916375552127,4.75747237516683,60.06548110830406,88.77349853515625,54.272526168627074,150.03291640465636,134.00505870942945,5.004312758798848,324056000,218342000,83194000,34255600,81059800,833632000
2020-03-18,59.86163330078125,91.5,54.299896240234375,146.2706298828125,134.38790893554688,5.051886081695557,60.66975488014331,92.08300018310547,54.98661171058381,147.4848929948495,139.74811650672834,5.229232616733132,57.54404792376218,87.25,51.60328544362562,136.4568816926054,129.23829649182758,4.500418281562225,58.18714954728448,87.5,52.7448309388167,139.09444469421217,132.09068546526376,4.984135869461284,300233600,192904000,93044000,37553100,81593200,874268000
2020-03-19,59.40296936035156,94.04650115966797,55.31902313232422,152.41171264648438,136.5989990234375,5.30470609664917,61.35896164078844,97.25,57.35628400103994,159.17980350036171,143.72039734227005,5.3983609069742196,58.876356338925326,91.63249969482422,52.526374852540556,144.1207846445491,133.04785909180967,4.817002895403094,60.036361741511776,93.0,54.15210150102109,145.93223960993902,136.65642741711832,5.030466044188625,271857200,207998000,74064000,39862300,85922700,765512000
2020-03-20,55.631744384765625,92.30449676513672,53.1563606262207,149.0276336669922,131.46852111816406,5.124868392944336,61.11386300197094,97.8499984741211,56.6531428302749,158.5228913921021,140.80101492188504,5.736863297109788,55.330821042511275,91.0364990234375,52.85231423228287,147.30575310273773,130.0423193712447,5.10942522229221,59.985403245758334,96.31549835205078,56.275944586197916,155.2881366786974,139.7481123428989,5.454902147690826,401693200,196358000,82878000,32568400,84866200,804636000
2020-03-23,54.449893951416016,95.1415023803711,52.455711364746094,147.40528869628906,130.1571502685547,5.297731399536133,55.45215955190559,95.97000122070312,53.09167079517627,151.59553164206548,134.55061142383002,5.392133997407695,51.595989830091725,90.5999984741211,50.20347875276499,141.58272419240208,126.84532027961379,4.944781813714114,55.350234801464175,91.38749694824219,52.5671779570536,148.95796851406902,131.14304312122096,5.123871959464408,336752800,156170000,83672000,29830800,78975200,643876000
2020-03-24,59.912601470947266,97.00499725341797,56.231658935546875,160.224853515625,141.98789978027344,6.2066330909729,60.109170897229895,97.75,56.39686943848624,160.55330733873305,143.1939544165174,6.293314107330515,56.859698759909456,95.01699829101562,54.06302620724,151.85431558698232,135.22065325461648,5.680322405254976,57.35961698057595,97.57499694824219,54.93635331479006,154.4819309846351,137.59445259067172,5.70398505471387,287531200,142942000,72468000,30440400,82516700,1101644000
2020-03-25,59.582550048828125,94.29199981689453,54.818912506103516,155.47723388671875,140.6287078857422,6.117959499359131,62.67185273031452,97.51300048828125,57.03581063497772,162.22542805261037,147.72140631630424,6.521472557882373,59.286481367958,94.28900146484375,53.892840020620554,152.3420012567321,138.25490854547172,6.069139106484016,60.85176020184459,96.03450012207031,55.961448858891174,158.17451291612159,142.53349896031997,6.321708542587317,303602000,129582000,90324000,35184300,75638200,793432000
2020-03-26,62.71797180175781,97.77449798583984,57.86933135986328,162.5737762451172,149.4252166748047,6.407393932342529,62.77621240154902,97.82450103759766,58.29529626026029,163.23068386168626,149.95166805434087,6.5314367282175265,59.78640854897909,94.4645004272461,54.3416982421875,156.28343095950427,142.0166458378411,6.227058097982581,59.82523808416542,95.0999984741211,55.47079870126762,157.5076568360479,142.045360039871,6.325196309365802,252087200,124426000,76562000,26556800,64568100,696108000
2020-03-27,60.121299743652344,95.00499725341797,55.24885559082031,156.05450439453125,143.28965759277344,6.295057773590088,62.094277592448684,96.989501953125,57.2786523184833,159.33902740489134,148.25741769895353,6.553854198848943,59.9538506329564,94.99600219726562,54.93734519734003,154.0240805481914,142.81106821229966,6.194179261010229,61.337120260245676,96.54299926757812,56.105261448266454,157.4578938460723,145.2518769737937,6.227058120283938,204216800,107758000,62794000,24879900,57042300,638828000
